471.52,472.81,476.35,476.56,33422,44617,47080,75161
471.98,474.31,475.48,476.18,31871,43246,49917,74236
472.83,473.1,475.9,476.33,31849,40779,53421,72460
473.03,475.29,476.92,477.04,31496,38984,55678,70091
473.9,474.86,475.93,477.45,30573,37637,57572,66816
472.93,473.14,474.84,475.55,43092,45816,49078,58191
474.15,475.21,475.53,475.62,46390,46812,46937,57214
472.69,476.13,477.76,477.81,45878,47391,48074,56575
473.28,475.77,477.78,477.8,44846,47431,48972,56153
471.42,475.02,477.57,478.13,43027,48317,51949,55192
472.83,474.59,475.35,476.84,41992,48054,52814,55249
474.24,474.9,476.2,477.36,38244,47761,53873,55911
474.12,476.04,477.82,477.85,38420,48647,53125,56762
474.59,476.96,478.04,478.2,34075,49155,50806,61955
473.99,475.19,477.52,478.54,31144,49236,49348,65087
474.63,477.84,478.06,479.21,30037,48464,49490,66164
474.13,477.33,478.26,478.39,41036,47770,52391,53759
475.74,477.69,478.32,479,42692,47861,52010,55434
474.23,477.77,479.98,480.31,39870,47855,54133,54997
474.8,477.58,477.96,479.82,39239,49023,53282,56561
475.85,478.6,479.48,479.59,36503,49623,51843,59748
475.05,479.86,480.72,481.59,31694,49283,49286,63518
475.92,478.9,480.34,480.83,31563,49466,49582,64862
476.75,478.73,479.07,479.72,30154,47793,49247,66772
476.7,479.67,479.77,480.22,32284,46210,49044,69026
476.02,477.26,480.6,480.89,32982,45722,48773,69753
473.85,479.21,479.61,480.93,35959,42945,48571,71356
477.08,480.13,480.19,480.47,38087,41279,48092,73231
476.06,479.22,480.86,481.23,31660,48646,48672,62493
476.73,478.54,480.02,480.72,31738,49262,49814,64725
475.01,480.78,480.93,481.33,30568,47549,49195,67137
477.09,478.51,480.8,481.07,31758,46554,48548,67677
476.8,481,481.01,482.03,33955,44788,49048,70563
476.18,479.21,481.42,481.6,36414,42698,48496,72202
478.34,479.25,481.29,481.58,38753,40566,48120,73331
478.01,479.91,480.52,481.45,38680,40863,47278,73869
477.67,480.51,481.59,482.36,37427,42575,46350,74814
478.4,480.36,481.49,481.61,35496,44582,45954,74925
474.7,476.03,480.21,481.07,32555,44450,47658,74457
478.34,480.06,482.21,482.41,31945,43095,50099,73908
477.63,479.38,482.11,482.47,31176,47078,47859,60056
476.52,479.38,482.17,482.46,31967,49363,49406,64248
478.32,481.19,481.61,482.08,30241,48157,49411,65854
477.19,481.02,481.38,481.69,31859,46468,49080,68204
480.04,482.13,482.13,482.42,34233,44456,48970,70518
478.72,481.05,482.94,483.13,36937,42239,48369,72476
478.91,480.95,482.69,482.77,39767,39907,47468,73954
477.7,481.16,482.97,483.57,38172,41866,46511,74612
479.2,479.36,483.12,483.54,36571,43294,46346,74156
477.27,481.01,482.87,483.8,34734,45268,45449,74773
478.87,481.71,483.61,483.77,31744,44295,48270,73796
480.7,480.81,483.8,483.93,31864,42070,51553,72895
479.73,481,482.27,484.16,39471,46260,50183,50935
479.16,480.35,482.2,482.39,43476,48166,51462,55279
479.99,480.59,482.5,483.43,40431,48692,53935,55002
479.62,482.49,483.02,483.21,36258,48902,51797,59560
479.23,480.38,482.55,483.5,33123,49443,50175,63090
478.7,481.71,481.86,483.33,30941,49048,49324,65260
480.94,483.54,483.6,484.34,31297,47058,49145,68167
480.17,481.52,484.88,484.91,34082,44644,48993,70540
479.94,484.15,484.77,484.83,36758,42363,48461,72268
480.5,481.91,484.99,485.03,39724,39824,47605,73871
479.53,483.06,483.98,485.69,37929,41752,47189,74314
480.14,481.64,484.25,484.4,35554,44652,45691,75043
481.61,483.15,484.49,485.09,31811,45567,48828,66505
480.06,482.18,485.07,485.63,33180,45447,49208,69938
481.96,484.48,485.62,485.9,35841,43211,48589,71861
481.82,481.88,485.84,486.56,38189,41130,48244,73170
478.61,482.66,485.58,485.64,38828,41010,47242,74556
481.66,484.96,486.63,486.7,36663,43337,46641,74949
481.98,482.93,484.05,486.4,34100,44450,46136,74806
480.9,483.19,484.83,486.65,32147,44572,48153,74534
483.75,483.94,484.85,485.15,31851,43206,50153,74185
484.12,484.85,485.83,486.24,31659,41184,53315,72366
482.86,486.26,486.92,487.8,31424,39523,55305,70216
482.64,484.15,487.25,487.27,30810,38035,57239,67707
483.02,485.12,488.39,488.51,31937,43814,46190,59763
485.1,485.99,487.91,488.56,31705,49237,49971,64484
490.56,492.73,494.79,495.02,31175,47251,49424,68348
549.31,550.67,553.1,553.14,39793,40022,47902,74277
565.51,566.22,568.07,570.91,36747,43512,46697,75206
573.82,574.28,574.98,577.71,34617,45514,45920,75361
573.63,576.94,577.07,577.72,31706,44333,48963,74550
576.23,577.77,579.45,579.68,31793,42292,51986,73438
574.74,576.1,576.99,578.37,31817,40813,53865,72045
562.99,566.05,566.82,568.19,30853,38531,56847,68087
521.56,522.94,525.02,525.13,30066,48588,49123,65756
496.91,498.75,499.5,499.83,33057,45689,49445,70078
476.86,479.14,481.79,481.9,35465,43708,48823,71999
473.99,475.89,478.23,478.37,39545,40188,47872,74226
474.72,475.99,478,478.23,37545,42543,46967,75180
473.58,475.58,476.68,477.58,34262,45273,46190,75285
474.84,474.98,476.45,478.35,31868,44129,48700,74822
475.7,478.11,478.13,478.3,31790,42309,51666,73546
474.37,476.24,476.57,477.4,31779,39598,55020,71201
475.39,475.45,478.1,478.28,30793,38455,56922,68133
477.1,478.41,478.49,478.98,31709,36258,59021,64221
473.26,477.85,478.05,478.26,37638,48398,52414,57341
474.37,477.62,477.93,479.07,36828,48224,52562,58038
473.37,477.83,478.21,478.9,32868,49259,50601,63064
473.33,478.04,479.02,479.68,30493,48682,49767,65776
475.62,475.64,478.98,480.4,30701,47613,49484,67760
476.87,478.08,478.62,479.8,32445,46197,49287,69466
475.8,476.92,479.27,480.48,33931,44805,48648,70594
474.03,478.8,478.93,480.75,35292,43748,48818,71626
475.06,477.57,479.9,480.53,37180,42072,48663,72749
476.56,479.73,480.49,480.78,39306,40258,48007,73743
477.63,479.48,480.12,481.57,32726,43359,47361,63637
478.65,479.7,479.76,480.8,31198,47148,49337,67990
476.68,477.43,481.48,481.83,33046,45721,49097,69997
477.57,478.68,481.62,481.79,34325,44565,48786,70295
478.22,480.7,481.63,482.19,35711,43315,48043,70647
476.52,480.2,481.89,482.58,38490,40996,48204,73216
477.44,481.69,481.93,482.28,38122,41956,46786,74827
478.18,478.94,482.01,482.21,37039,42896,47006,74786
476.36,479.65,481.13,481.63,34680,45438,45759,74673
475.75,478.19,480.13,481.22,33368,44384,47128,74733
475.62,478.96,479,479.48,32359,44217,48083,74227
474.79,478.84,480.81,480.98,31620,42809,51178,73268
475.55,479.06,479.46,480.58,30993,46647,46722,57356
476.49,478.73,479.29,479.44,36872,49389,52380,59355
475.42,479.53,479.8,480.54,33872,49554,50829,62511
474.88,476.97,479,480.49,31195,48879,49977,65244
477.34,478.76,480.85,481.17,30301,47747,49346,66846
476.71,481.09,481.46,481.79,31700,46816,49191,68580
475.43,478.29,480.27,481.32,35876,43116,48694,71322
476,480.04,480.62,480.84,37767,41720,48093,73138
475.88,481.49,481.5,481.89,39652,39715,48313,73392
478.74,479.68,481.35,481.93,37375,42428,47062,74461
478.12,478.64,480.45,481.11,36576,43475,46306,74662
477.58,477.66,480.18,482.25,32306,44134,48204,74648
478.86,481.19,481.62,481.92,29522,46345,47050,59873
480.34,481.58,481.74,481.97,33736,49563,50277,62676
478.71,479.49,481.93,482.09,31060,48842,49809,65322
480.95,481.13,481.53,481.83,31696,46464,49562,67785
479.01,479.87,481.63,481.81,34198,44534,48974,70393
478.78,478.92,482.3,482.93,35421,43678,48736,71543
478.02,479.97,482.3,482.6,38055,41266,48093,72881
479.99,481.6,481.98,483.15,38529,41177,47568,74338
478.72,479.16,482.86,483.73,36178,43972,46436,75096
477.55,482.25,482.5,483.28,33805,44981,46515,74891
478.98,481.9,482.87,484.71,32423,44384,48128,74896
479.02,480.87,481.82,483.83,31929,42615,51169,73752
479.99,481.75,484.05,484.7,32586,46149,46729,53510
480.55,483.35,484.37,484.62,39788,49500,53310,56350
480.12,480.36,483.02,483.77,36712,49490,52135,59526
481.12,483.67,484.19,484.22,34217,49407,51129,62078
480.15,484.27,484.55,485.69,30790,49042,49346,65321
480.85,482.32,483.65,485.27,30147,47896,49870,66778
482.86,483.41,484.49,484.51,33730,45105,49351,70552
481.24,482.5,485.25,485.76,35460,43573,48901,71582
481.8,482.72,485.87,486.07,39437,40195,47867,73732
479.94,483.51,485.74,486.08,39461,40307,47523,74182
481.43,484.57,484.66,484.82,36551,43592,46573,75168
479.49,483.58,485.49,486.78,34039,45557,46271,75099
481.46,482.69,485.52,485.6,34469,43194,47306,67389
483.05,484.87,485.61,485.61,34225,44622,49497,70967
482.91,483.38,485.82,486.41,36489,42802,48859,72676
483.85,486.64,487.19,487.55,38964,40733,47934,73976
483.81,486.2,486.97,486.98,38133,41747,47581,74876
482.56,485.1,487.04,487.86,35471,44805,46051,75229
481.9,483.98,487.9,488.11,33513,44932,47017,75289
483.33,484.13,487.68,487.96,31957,43626,49550,74664
483.4,483.81,487.72,488.26,31732,41636,52751,73044
484.38,484.62,487.89,487.99,31232,40402,54684,71008
482.76,486.62,488.01,488.03,31351,38406,56579,69155
485.13,485.51,487.61,487.87,30529,37592,57783,66572
485.24,486.96,488.48,488.54,34661,41933,45660,62042
483.37,485.83,486.98,487.79,31036,47427,49488,68322
484.72,486.2,488.2,489.13,33245,45482,49576,70204
483.5,485.84,488.6,489.21,36796,42482,48941,72832
484.23,487.66,487.95,488.45,38964,40787,47803,74182
483.85,487.31,487.39,488.27,38125,41781,47485,74814
484.73,486.14,489.62,489.82,35887,44326,46488,75330
486.51,487.18,489.08,490.13,33170,44383,47490,75272
484.23,486.12,489.84,490.53,31746,43949,49179,74461
486.13,487.61,488.85,489.13,31701,42639,51385,73622
486,486.15,490.35,490.73,31304,40644,54268,71200
485.02,486.39,490.16,490.38,31311,39560,55494,70307
484.72,490.15,490.39,490.63,31914,46503,46798,56056
488.28,488.6,488.61,490.52,38455,49182,53290,57606
486.92,488.25,489.8,490.41,34857,49539,51636,61653
486.55,487.01,490.12,490.89,30300,48924,49562,66088
486.29,487.35,489.4,491.52,30543,47715,49948,67641
486.68,487.05,490.57,490.67,33874,44949,49603,70741
486.74,488.72,489.5,491.45,36281,43120,48657,72621
487.54,487.98,492.41,492.63,38777,40897,48257,73787
486.92,486.99,489.34,492.25,38318,41946,46907,75281
486.04,490.58,492.05,492.91,35377,44660,46586,74700
489.22,490.93,491.76,491.87,34004,45147,46612,75474
488.33,489.03,491.3,491.73,31903,43677,49503,74657
486.94,491.29,491.35,491.51,35602,49419,51710,60681
489.36,490.78,491.73,492.1,30119,48736,49515,66140
487.89,490.56,492.4,492.73,32008,46426,49626,68530
489.35,490.59,490.69,492.55,34053,44839,49111,70403
490.8,491.39,492.31,492.63,36873,42337,48781,72102
487.7,489.98,492.64,493.07,37909,41494,48276,72536
488.81,490.3,493.37,493.41,39832,40010,47576,74036
489.34,489.65,493.49,493.62,39115,40841,46975,73947
488.33,490.06,492.34,493.3,36185,43923,46403,74481
489.37,490.73,492.91,493.09,35947,44056,46029,73538
489.46,489.77,493.36,493.6,32049,44129,48627,74804
488.94,491.41,494.42,494.47,32241,42213,44687,56365
489.1,490.56,491.71,492.47,31610,49534,49687,64745
490.66,491.78,493.22,493.27,30232,47963,49677,66888
491.64,491.67,493.48,494.03,31758,46670,48722,68600
490.9,491.69,494.22,494.22,32660,45707,49654,68933
489.79,493.58,494.68,494.91,34286,44508,49341,70431
490.7,493.7,494.83,495.17,36430,42758,49065,72355
488.81,492.03,493.89,494.34,38229,41151,48583,73248
490.97,493.14,495.38,495.85,38638,40933,47395,73079
492.03,493.23,494.42,494.47,38133,41942,47128,74898
492.12,494.66,495.78,496.09,36177,44057,46443,75161
490.33,493.25,496.26,496.73,34795,45580,45760,75187
492.13,493.16,496.3,496.38,32325,47148,47361,56714
493.57,493.65,496.05,496.1,34037,49529,50688,62230
493.44,494.1,496.17,496.83,31610,49230,49447,64588
492.7,495.12,496.01,496.26,31339,46989,49733,68047
491.53,493.43,497.09,497.36,32514,46146,49400,69405
493.13,494.72,495.94,496.82,35279,43738,49147,71289
491.93,495.5,496.57,496.88,35286,43545,48858,70223
492.46,494.33,496.97,497.86,37123,42254,48550,72819
492.75,493.81,497.63,497.77,39671,39973,48073,73980
493.96,495.99,496.83,497.23,38392,41439,47580,74622
490.66,495.89,497.34,497.44,36280,43854,46527,75049
493.95,496.73,496.83,497.99,30369,45673,48882,63277
492.72,495.01,495.74,496.82,33184,49725,50068,63302
494.64,496.48,498.39,498.9,32389,49479,49664,63823
494.11,494.81,498.1,498.2,30026,48014,49556,66336
495.2,495.64,498.31,498.39,32142,46279,49317,68562
494.08,495.28,496.81,498.36,33866,44652,49506,69829
494.67,496.06,496.99,497.89,35370,43603,49262,71521
493.75,494.28,498.48,499.31,37816,41456,48583,72853
495.88,496.91,499.19,499.48,39345,40227,47549,73763
493.12,497.55,498.68,499.39,37806,41988,47002,74146
494.97,495.82,499.47,500.01,36913,43128,46707,74868
492.71,496.28,498.82,499.3,34725,45514,46042,75014
